LCSC Part;MFR.Part;First Category;Second Category;Package;Solder Joint;Manufacturer;Library Type
C284025;SMBJ58A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284026;SMBJ58CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284027;SMBJ6.0A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284028;SMBJ6.5A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284029;SMBJ60CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284030;SMBJ64A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284031;SMBJ7.0A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284032;SMBJ7.0CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284033;SMBJ7.5A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284034;SMBJ7.5CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284035;SMBJ70A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284036;SMBJ70CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284052;SMB10J33CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284053;P6SMB550A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284054;SMCJ30CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284055;SMCJ33CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284056;TPSMCJ33CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284057;TPSMCJ36CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284058;SMDJ170CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284059;SMDJ200CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284060;SMDJ220CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284061;SMDJ24CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284062;SMDJ28CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284063;SMDJ30A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284064;SMDJ33CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284065;TPSMDJ24CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284081;SMB5349B;Diodes;Zener Diodes;SMB,DO-214AA;2;DOWO;expand
C284082;SMB5350B;Diodes;Zener Diodes;SMB,DO-214AA;2;DOWO;expand
C284111;5.0SMDJ24CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284112;5.0SMDJ36CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284113;5.0SMDJ100A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C283896;SMAJ22A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283897;SMAJ250A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283898;SMAJ26A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283899;SMAJ28A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283900;SMAJ28CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283901;SMAJ300A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283902;SMAJ45A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283903;SMAJ45CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283904;SMAJ48A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283905;SMAJ5.0CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283906;SMAJ51CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283907;SMAJ54A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283908;SMAJ54CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283909;SMAJ58A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283910;SMAJ6.5A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283911;SMAJ6.5CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283977;SMAJ90A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283978;SMAJ90CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283979;TPSMAJ10A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283980;TPSMAJ10CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283981;TPSMAJ11A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283982;TPSMAJ12CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283983;TPSMAJ28CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283984;TPSMAJ33CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283985;SMBJ100CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C283986;SMBJ110A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C283987;SMBJ11CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C283988;SMBJ120CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C283989;SMBJ12A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C283990;SMBJ130A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C283991;SMBJ13A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284006;SMBJ18A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284007;SMBJ18CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284008;SMBJ190A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284009;SMBJ200A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284010;SMBJ22A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284011;SMBJ24A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284012;SMBJ28A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284013;SMBJ28CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284015;SMBJ33A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284016;SMBJ33CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284017;SMBJ400A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284018;SMBJ40CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284019;SMBJ43A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284020;SMBJ45A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284021;SMBJ45CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284037;SMBJ75A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284038;SMBJ75CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284039;SMBJ78A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284040;SMBJ78CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284041;SMBJ8.0A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284042;SMBJ8.5CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284043;TPSMBJ18A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284044;TPSMBJ22CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284045;TPSMBJ26CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284046;TPSMBJ33A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284047;TPSMBJ33CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284049;TPSMBJ45CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284050;TPSMBJ54A;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284051;SMB10J28CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284095;SMCJ24CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284096;SMCJ24A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284097;SMCJ36A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284098;SMBJ22CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284102;SMB10J30CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284103;SMB10J24CA;Diodes;TVS;SMB,DO-214AA;2;DOWO;expand
C284066;5.0SMDJ160CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284067;5.0SMDJ16CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284068;5.0SMDJ170CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284069;5.0SMDJ17A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284070;5.0SMDJ17CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284071;5.0SMDJ18A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284072;5.0SMDJ24CA--3000PCS;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284073;5.0SMDJ33CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284074;5.0SMDJ36A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284075;5.0SMDJ40A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284076;5.0SMDJ58A;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C284077;5.0SMDJ58CA;Diodes;TVS;SMC,DO-214AB;2;DOWO;expand
C283870;SMAJ100A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283871;SMAJ100CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283872;SMAJ110A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283873;SMAJ11A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283874;SMAJ11CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283875;SMAJ120CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283876;SMAJ12A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283877;SMAJ130A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283878;SMAJ130CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283879;SMAJ13A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283880;SMAJ140A;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C283881;SMAJ140CA;Diodes;TVS;SMA,DO-214AC;2;DOWO;expand
C286236;P6SMB6.8A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286237;P6SMB7.5A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286238;P6SMB7.5CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286239;P6SMB8.2A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286240;P6SMB8.2CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286243;P6SMB10A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286244;P6SMB10CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286246;P6SMB11CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286247;P6SMB12A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286248;P6SMB12CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286249;P6SMB13A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286265;P6SMB33A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286267;P6SMB36CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286269;P6SMB39CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286270;P6SMB43A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286271;P6SMB43CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286272;P6SMB47A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286273;P6SMB47CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286275;P6SMB51CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286276;P6SMB56A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286343;P6SMB120CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286344;P6SMB130A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C294842;MB515;Diodes;Schottky Barrier Diodes (SBD);SMC,DO-214AB;2;PANJIT International;expand
C294922;P0080TA;Diodes;Gas Discharge Tubes - GDTs;SMA,DO-214AC;2;SEMIWARE;expand
C294924;P0080SB;Diodes;Gas Discharge Tubes - GDTs;SMB,DO-214AA;2;SEMIWARE;expand
C303807;P0080SB;Diodes;Gas Discharge Tubes - GDTs;SMB,DO-214AA;2;SOCAY Elec;expand
C303808;P0080SC;Diodes;Gas Discharge Tubes - GDTs;SMB,DO-214AA;2;SOCAY Elec;expand
C305644;SMAJ5.0A;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305645;SMAJ5.0CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305647;SMAJ6.0CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305648;SMAJ6.5CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305649;SMBJ10CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305650;SMBJ12A;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305651;SMBJ12CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305652;SMBJ13CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305653;SMBJ15A;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305655;SMBJ16CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305676;SMBJ40A;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305678;SMBJ48CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305679;SMBJ5.0CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305680;SMBJ51A;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305682;SMBJ6.5A;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305686;SMBJ7.0CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305702;SMDJ24CA;Diodes;TVS;SMC,DO-214AB;2;SOCAY Elec;expand
C305630;SMAJ12A;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305631;SMAJ12CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305635;SMAJ18CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305636;SMAJ20CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305637;SMAJ24A;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305638;SMAJ24CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305640;SMAJ30A;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305641;SMAJ30CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305643;SMAJ36CA;Diodes;TVS;SMA,DO-214AC;2;SOCAY Elec;expand
C305658;SMBJ18CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305661;SMBJ20A;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305667;SMBJ28CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305672;SMBJ33CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305689;SMBJ8.5CA;Diodes;TVS;SMB,DO-214AA;2;SOCAY Elec;expand
C305691;SMCJ26CA;Diodes;TVS;SMC,DO-214AB;2;SOCAY Elec;expand
C305697;SMCJ36CA;Diodes;TVS;SMC,DO-214AB;2;SOCAY Elec;expand
C305698;SMCJ40A;Diodes;TVS;SMC,DO-214AB;2;SOCAY Elec;expand
C305699;SMCJ6.5CA;Diodes;TVS;SMC,DO-214AB;2;SOCAY Elec;expand
C305701;SMDJ36CA;Diodes;TVS;SMC,DO-214AB;2;SOCAY Elec;expand
C308712;PTZTE2512B;Diodes;Zener Diodes;SMA,DO-214AC;2;ROHM Semicon;expand
C308714;PTZTE2524B;Diodes;Zener Diodes;SMA,DO-214AC;2;ROHM Semicon;expand
C308715;PTZTE253.6B;Diodes;Zener Diodes;SMA,DO-214AC;2;ROHM Semicon;expand
C308717;PTZTE255.1B;Diodes;Zener Diodes;SMA,DO-214AC;2;ROHM Semicon;expand
C308718;PTZTE258.2B;Diodes;Zener Diodes;SMA,DO-214AC;2;ROHM Semicon;expand
C308719;RB056L-40TE25;Diodes;Schottky Barrier Diodes (SBD);SMA,DO-214AC;2;ROHM Semicon;expand
C309845;SMAJ100A;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309874;SMAJ220A;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309876;SMAJ22CA;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309884;SMAJ33CA;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309892;SMAJ48A;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309899;P4SMA6.8A;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309905;SMAJ7.0CA;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309907;SMAJ7.5CA;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C309948;SMBJ20A;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309963;SMBJ40A;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309988;SMBJ8.0CA;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309990;SMBJ8.5CA;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C310017;SMCJ15CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310020;SMCJ16CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310042;SMCJ26A;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310043;SMCJ26CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310046;SMCJ30A;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310047;SMCJ33A;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310048;SMCJ33CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310049;SMCJ36A;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310051;SMCJ40CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C310085;SMCJ85CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C308722;RB160L-90TFTE25;Diodes;Schottky Barrier Diodes (SBD);SMA,DO-214AC;2;ROHM Semicon;expand
C316046;SMAJ14CA;Diodes;TVS;SMA,DO-214AC;2;Bourne Semicon (Shenzhen);expand
C316047;SMAJ18CA;Diodes;TVS;SMA,DO-214AC;2;Bourne Semicon (Shenzhen);expand
C316048;SMAJ33CA;Diodes;TVS;SMA,DO-214AC;2;Bourne Semicon (Shenzhen);expand
C320217;SMBJ5.0A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320220;SMBJ7.5A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320221;SMBJ7.0CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320222;SMBJ10CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320223;SMBJ110A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320227;SMBJ12A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320228;SMBJ120CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320230;SMBJ130CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320247;SMBJ58A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320248;SMBJ58CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320249;SMBJ60CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320250;SMBJ64A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320251;SMBJ70CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320252;SMBJ188CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320254;SMBJ250A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320255;SMBJ300CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320256;SMBJ400A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320257;SMBJ400CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320258;P6SMB62A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320513;P6SMB6.8A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320514;P6SMB6.8CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320530;SMAJ150A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320531;SMAJ15CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320532;SMAJ18A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320533;SMAJ20A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320535;SMAJ24CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320537;SMAJ33CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320538;SMAJ36A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320539;SMAJ36CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320540;SMAJ48CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320541;SMAJ58A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320542;SMAJ58CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320543;SMAJ64A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C283527;STTH2L06U;Diodes;Diodes - Rectifiers - Hyperfast;SMB,DO-214AA;2;STMicroelectronics;expand
C283478;SM6T18CA;Diodes;TVS;SMB,DO-214AA;2;STMicroelectronics;expand
C320232;SMBJ15A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320234;SMBJ18A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320236;SMBJ20A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320237;SMBJ24A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320242;SMBJ33A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320244;SMBJ43A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320245;SMBJ48CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320246;SMBJ51A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320515;P6SMB8.2CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320516;P6SMB10CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320517;P6SMB12A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320519;P6SMB18A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320520;P6SMB22CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320521;P6SMB30CA;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320522;P6SMB440A;Diodes;TVS;SMB,DO-214AA;2;LGE;expand
C320523;SMAJ5.0A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320524;SMAJ5.0CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320525;SMAJ7.5A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320526;SMAJ10CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320527;SMAJ110A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320529;SMAJ13CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320544;SMAJ70A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320545;SMAJ170A;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C320546;SMAJ188CA;Diodes;TVS;SMA,DO-214AC;2;LGE;expand
C282254;1SMA4738_R1_00001;Diodes;Zener Diodes;SMA,DO-214AC;2;PANJIT International;expand
C282255;1SMA4742_R1_00001;Diodes;Zener Diodes;SMA,DO-214AC;2;PANJIT International;expand
C282256;1SMA4744_R1_00001;Diodes;Zener Diodes;SMA,DO-214AC;2;PANJIT International;expand
C282257;1SMA4745_R1_00001;Diodes;Zener Diodes;SMA,DO-214AC;2;PANJIT International;expand
C282258;1SMA4746_R1_00001;Diodes;Zener Diodes;SMA,DO-214AC;2;PANJIT International;expand
C286250;P6SMB13CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286251;P6SMB15A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286252;P6SMB16A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286253;P6SMB16CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286254;P6SMB18A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286256;P6SMB20A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286257;P6SMB20CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286258;P6SMB22A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286260;P6SMB24A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286262;P6SMB27A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286263;P6SMB27CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286264;P6SMB30A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286278;P6SMB62A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286279;P6SMB62CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286280;P6SMB68A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286281;P6SMB68CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286282;P6SMB75A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286283;P6SMB75CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286338;P6SMB100A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286339;P6SMB100CA;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286340;P6SMB110A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C286342;P6SMB120A;Diodes;TVS;SMB,DO-214AA;2;Formosa Microsemi;expand
C306851;SS26;Diodes;Schottky Barrier Diodes (SBD);SMA,DO-214AC;2;Bourne Semicon (Shenzhen);expand
C306853;SS210;Diodes;Schottky Barrier Diodes (SBD);SMA,DO-214AC;2;Bourne Semicon (Shenzhen);expand
