LCSC Part;MFR.Part;First Category;Second Category;Package;Solder Joint;Manufacturer;Library Type
C309969;SMBJ48A;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309974;SMBJ58CA;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309978;SMBJ64A;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309979;SMBJ7.0A;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309981;SMBJ7.5CA;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C309982;SMBJ70A;Diodes;TVS;SMB,DO-214AA;2;Brightking Elec (TAIWAN);expand
C310057;SMCJ48CA;Diodes;TVS;SMC,DO-214AB;2;Brightking Elec (TAIWAN);expand
C309921;SMAJ9.0CA;Diodes;TVS;SMA,DO-214AC;2;Brightking Elec (TAIWAN);expand
C12758;LBZT52C4V3T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C12760;LBZT52C7V5T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C14098;MMSZ5264BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C20884;RLSD32A051LC;Diodes;Diodes - ESD;SOD-323;2;Shenzhen Ruilongyuan Elec;expand
C21545;MMSZ5236B;Diodes;Zener Diodes;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C21563;MMSZ5231B;Diodes;Zener Diodes;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C22631;BAV16WS;Diodes;Switching Diode;SOD-323;2;Changjiang Electronics Tech (CJ);expand
C36797;MMSZ4707T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C39212;MMSZ5244B;Diodes;Zener Diodes;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C40707;MMSZ18T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C43431;MMSZ4692T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C46967;SD12T1G;Diodes;Diodes - ESD;SOD-323;2;ON Semicon;expand
C47022;SMF5.0AT1G;Diodes;TVS;SOD-123;2;ON Semicon;expand
C49195;MM3Z47;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C56946;LBZT52C47T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C58025;MM3Z3V9T1G;Diodes;Zener Diodes;SOD-323;2;ON Semicon;expand
C58901;PESD1LIN,115;Diodes;Diodes - ESD;SOD-323;2;Nexperia;expand
C61848;MM3Z18;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C61849;MM3Z4V3;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C64887;DSK12 K12;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C64889;DSK22 K22;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C64890;DSK24 K24;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C64892;MBRX120;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C64893;MBRX140;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C64894;MBRX160;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C66199;MMSZ5235BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C66886;MMSZ4685T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C68958;BAS16WX;Diodes;Switching Diode;SOD-323;2;Changjiang Electronics Tech (CJ);expand
C69149;SMFJ30A;Diodes;TVS;SOD-123;2;Shenzhen Ruilongyuan Elec;expand
C69324;PESD24VL1BA,115;Diodes;Diodes - ESD;SOD-323;2;Nexperia;expand
C69789;KDZ15V-Y-RTK/P;Diodes;Zener Diodes;SOD-323;2;KEC Semicon;expand
C69790;KDZ6.2V-Y-RTK/P;Diodes;Zener Diodes;SOD-323;2;KEC Semicon;expand
C72599;MMSZ12T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C72743;MMSZ5232BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C74713;PDZ5.6B,115;Diodes;Zener Diodes;SOD-323;2;Nexperia;expand
C77350;RB551V-40;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Changjiang Electronics Tech (CJ);expand
C78087;LBAV21T1G;Diodes;Switching Diode;SOD-123;2;Leshan Radio;expand
C78437;SJD12C15L01;Diodes;Diodes - ESD;SOD-123;2;Brightking Elec (TAIWAN);expand
C79598;BZT52C6V8-7-F;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C79962;RR264M-400TR;Diodes;Diodes - General Purpose;SOD-123;2;ROHM Semicon;expand
C82088;MMSZ5248BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C82324;MMSZ5236BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C82461;MBR130T1G;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;ON Semicon;expand
C82466;BAS21HT1G;Diodes;Switching Diode;SOD-323;2;ON Semicon;expand
C83152;BAT46W-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C84980;UDZVTE-1712B;Diodes;Zener Diodes;SOD-323F;2;ROHM Semicon;expand
C85083;BAS316,115;Diodes;Switching Diode;SOD-323;2;Nexperia;expand
C85198;SD12C.TCT;Diodes;TVS;SOD-323;2;SEMTECH;expand
C85200;SD05C.TCT;Diodes;TVS;SOD-323;2;SEMTECH;expand
C85201;SD05.TCT;Diodes;TVS;SOD-323;2;SEMTECH;expand
C85234;MMSZ4686;Diodes;Zener Diodes;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C85378;PESD15VL1BA,115;Diodes;Diodes - ESD;SOD-323;2;Nexperia;expand
C85380;PESD5V0L1BA,115;Diodes;Diodes - ESD;SOD-323;2;Nexperia;expand
C85649;CESD5V0D1;Diodes;Diodes - ESD;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C86431;SJD12C05L01;Diodes;Diodes - ESD;SOD-123;2;Brightking Elec (TAIWAN);expand
C86433;SJD12C36L01;Diodes;Diodes - ESD;SOD-123;2;Brightking Elec (TAIWAN);expand
C87634;MM1Z7V5;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C90600;LBZT52C2V4T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C91059;BAT60BE6327HTSA1;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Infineon Technologies;expand
C91072;MMSD914T1G;Diodes;Switching Diode;SOD-123;2;ON Semicon;expand
C94381;MMSZ3V3T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C94386;MMSZ5250BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C95171;B140WS-7;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C96227;BZT52H-C5V6,115;Diodes;Zener Diodes;SOD-123;2;Nexperia;expand
C96228;BZX384-C10,115;Diodes;Zener Diodes;SOD-323;2;Nexperia;expand
C96233;PMEG2005EH,115;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Nexperia;expand
C96515;MBR2H100SFT3G;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;ON Semicon;expand
C98947;2CZ4005;Diodes;Diodes - General Purpose;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C106913;DSK36;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C106914;DSK310;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;MDD)icrodiode Electronics);expand
C107453;MM1Z56;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107457;MM1Z51;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107458;MM1Z47;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107459;MM1Z43;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107460;MM1Z39;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107462;MM1Z36;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107567;MM1Z33;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C107608;MMSZ4690;Diodes;Zener Diodes;SOD-123;2;Changjiang Electronics Tech (CJ);expand
C107713;LM3Z4V7T1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C108428;1N4448W;Diodes;Switching Diode;SOD-123;2;Semtech;expand
C108732;1N4448W;Diodes;Switching Diode;SOD-123;2;Changzhou Starsea Elec;expand
C108815;ES1JW;Diodes;Diodes - Rectifiers - Hyperfast;SOD-123;2;Shandong Jingdao Microelectronics;expand
C108820;FR107W;Diodes;Diodes - Rectifiers - Fast Recovery;SOD-123;2;Shandong Jingdao Microelectronics;expand
C110231;BAS21J,115;Diodes;Switching Diode;SOD-323F;2;Nexperia;expand
C110406;SGP0230SD;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Suzhou Good-Ark Elec;expand
C110408;SGPD240S;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Suzhou Good-Ark Elec;expand
C110747;PTVSHC1DF12VB;Diodes;Diodes - ESD;SOD-123;2;Shanghai Prisemi Elec;expand
C110748;PTVSHC1DF12VBH;Diodes;Diodes - ESD;SOD-123;2;Shanghai Prisemi Elec;expand
C110749;PTVSHC1DF15VU;Diodes;Diodes - ESD;SOD-123;2;Shanghai Prisemi Elec;expand
C110750;PTVSHC1DF7VB;Diodes;Diodes - ESD;SOD-123;2;Shanghai Prisemi Elec;expand
C110751;PTVSHC1DF7VBH;Diodes;Diodes - ESD;SOD-123;2;Shanghai Prisemi Elec;expand
C110752;PTVSHC3D4V5B;Diodes;Diodes - ESD;SOD-323;2;Shanghai Prisemi Elec;expand
C110753;PTVSHC3D7VU;Diodes;Diodes - ESD;SOD-323;2;Shanghai Prisemi Elec;expand
C110921;PMEG2010AEH,115;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Nexperia;expand
C111695;1SS355VMTE-17;Diodes;Switching Diode;SOD-323F;2;ROHM Semicon;expand
C112606;MMDL914T1G;Diodes;Switching Diode;SOD-323;2;ON Semicon;expand
C115183;SMFJ26A;Diodes;TVS;SOD-123;2;Shenzhen Ruilongyuan Elec;expand
C115330;RB060M-60;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shikues;expand
C116099;DS16W;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shandong Jingdao Microelectronics;expand
C116100;DS210W;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shandong Jingdao Microelectronics;expand
C116132;US1MW;Diodes;Diodes - Rectifiers - Hyperfast;SOD-123FL;2;Shandong Jingdao Microelectronics;expand
C116158;BAT760;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Shikues;expand
C116159;MBR0540;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shikues;expand
C116953;NSR1020MW2T1G;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;ON Semicon;expand
C117563;SD24C.TCT;Diodes;TVS;SOD-323;2;SEMTECH;expand
C117948;1N5819HW1-7-F;Diodes;Diodes - General Purpose;SOD-123;2;Diodes Incorporated;expand
C117949;SBR130S3-7;Diodes;Diodes - General Purpose;SOD-323;2;Diodes Incorporated;expand
C117950;SBR0560S1-7;Diodes;Diodes - General Purpose;SOD-123;2;Diodes Incorporated;expand
C118597;MM3Z2V0;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118598;MM3Z2V2;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118599;MM3Z2V4;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118600;MM3Z2V7;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118601;MM3Z3V0;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118602;MM3Z4V7;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118603;MM3Z6V2;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118622;MM3Z51;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118623;MM3Z56;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118624;MM3Z62;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118625;MM3Z68;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118626;MM3Z75;Diodes;Zener Diodes;SOD-323;2;Semtech;expand
C118627;MM1Z2V0;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C118628;MM1Z2V2;Diodes;Zener Diodes;SOD-123;2;Semtech;expand
C122863;SK34WA;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shikues;expand
C122864;SK4007WA;Diodes;Diodes - General Purpose;SOD-123;2;Shikues;expand
C122985;UDZSTE-175.6B;Diodes;Zener Diodes;SOD-323;2;ROHM Semicon;expand
C123785;SMF11A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123786;SMF11CA;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123787;SMF18A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123788;SMF20A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123789;SMF26A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123790;SMF6.0A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123791;SMF6.0CA;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123792;SMF6.5A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123793;SMF6.5CA;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123794;SMF7.0A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123795;SMF7.0CA;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123796;SMF7.5A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123797;SMF7.5CA;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123798;SMF9.0A;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123799;SMF9.0CA;Diodes;TVS;SOD-123;2;MDD)icrodiode Electronics);expand
C123909;FR102W;Diodes;Diodes - Rectifiers - Fast Recovery;SOD-123;2;Shandong Jingdao Microelectronics;expand
C123912;MM1Z16;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C123913;MM1Z22;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C123914;MM1Z27;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C123915;MM3Z16;Diodes;Zener Diodes;SOD-323;2;Shandong Jingdao Microelectronics;expand
C123916;MM3Z18;Diodes;Zener Diodes;SOD-323;2;Shandong Jingdao Microelectronics;expand
C123917;MM3Z3V3;Diodes;Zener Diodes;SOD-323;2;Shandong Jingdao Microelectronics;expand
C124198;B0520WS-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C124205;BAT54WS-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C124206;DDZ43-7;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C124207;SD103AW-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C124208;BZT52C12S-7-F;Diodes;Zener Diodes;SOD-323;2;Diodes Incorporated;expand
C124210;SD107WS-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C124211;BZT52C6V8S-7-F;Diodes;Zener Diodes;SOD-323;2;Diodes Incorporated;expand
C126309;KDZVTR15B;Diodes;Zener Diodes;SOD-123;2;ROHM Semicon;expand
C126673;MBR230LSFT1G;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;ON Semicon;expand
C127523;SD12C;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127526;GBLC03C;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127527;GBLC05C;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127529;GBLC12C;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127530;GBLC15C;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127532;GBLC03CI;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127533;GBLC05CI;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127534;GBLC08CI;Diodes;TVS;SOD-323;2;Yenji Elec;expand
C127928;BAT46W;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Semtech;expand
C127989;BAT46W;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shikues;expand
C128707;FR105W;Diodes;Diodes - Rectifiers - Fast Recovery;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128709;MM1Z10;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128710;MM1Z20;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128711;MM1Z33;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128712;MM1Z43;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128713;MM1Z47;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128714;MM1Z62;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128715;MM1Z75;Diodes;Zener Diodes;SOD-123;2;Shandong Jingdao Microelectronics;expand
C128716;MM3Z15;Diodes;Zener Diodes;SOD-323;2;Shandong Jingdao Microelectronics;expand
C128717;MM3Z27;Diodes;Zener Diodes;SOD-323;2;Shandong Jingdao Microelectronics;expand
C129159;NSI45020T1G;Driver ICs;LED Drivers;SOD-123;2;ON Semicon;expand
C129191;B130LAW-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C130143;MM3Z8V2T1G;Diodes;Zener Diodes;SOD-323;2;ON Semicon;expand
C130874;SD103CW;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shikues;expand
C130875;SD103AW;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Shikues;expand
C131730;LRB751V-40T1G;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Leshan Radio;expand
C131735;LMSZ5256BT1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131736;LMSZ5254BT1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131738;LMSZ5251BT1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131739;LMSZ5250BT1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131740;LMSZ5248BT1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131802;LM3Z9V1T1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C131804;LM3Z7V5T1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C131805;LM3Z6V8T1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C131824;LM3Z16VT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C131825;LM3Z15VT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C131828;LM3Z10VT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C131837;LBZT52C39T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131838;LBZT52C36T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C131839;LBZT52C33T1G;Diodes;Zener Diodes;SOD-123;2;Leshan Radio;expand
C132115;SOD4004-SH;Diodes;Diodes - General Purpose;SOD-123;2;Leshan Radio;expand
C132794;MMSZ6V8T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C132795;MMSZ9V1T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C133633;PMEG1030EJ,115;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Nexperia;expand
C133636;PMEG4005EH,115;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Nexperia;expand
C134155;SMFJ16CA;Diodes;TVS;SOD-123;2;Shenzhen Ruilongyuan Elec;expand
C134188;1N60PW;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Semtech;expand
C134396;BAT42W-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C134397;BAT42WS-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C134398;BAT43W-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C134399;BAT43WS-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C134429;B140HW-7;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C136178;LUDZS10BT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C136181;LUDZS4.7BT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C136185;LUDZS6.8BT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C136186;LUDZS15BT1G;Diodes;Zener Diodes;SOD-323;2;Leshan Radio;expand
C139296;PSD05-LF-T7;Diodes;TVS;SOD-323;2;ProTek Devices;expand
C139297;PSD03-LF-T7;Diodes;TVS;SOD-323;2;ProTek Devices;expand
C139298;PSD12-LF-T7;Diodes;TVS;SOD-323;2;ProTek Devices;expand
C139299;PSD18C-LF-T7;Diodes;TVS;SOD-323;2;ProTek Devices;expand
C139300;PSD03C-LF-T7;Diodes;TVS;SOD-323;2;ProTek Devices;expand
C139440;SDMK0340L-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Diodes Incorporated;expand
C139448;BA591,115;RF & Radio;RF Switches;SOD-323;2;NXP Semicon;expand
C139614;PESD5V0U1UA,115;Diodes;Diodes - ESD;SOD-323;2;Nexperia;expand
C141550;CRS08(TE85L,Q,M);Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;TOSHIBA;expand
C142449;SM4007PL(A7);Diodes;Diodes - General Purpose;SOD-123;2;Yenji Elec;expand
C142574;MMSZ4697-E3-08;Diodes;Zener Diodes;SOD-123;2;Vishay Intertech;expand
C142575;BZT52C5V1-E3-08;Diodes;Zener Diodes;SOD-123;2;Vishay Intertech;expand
C142579;MMSZ5245C-E3-08;Diodes;Zener Diodes;SOD-123;2;Vishay Intertech;expand
C142637;MMSZ5232B-E3-08;Diodes;Zener Diodes;SOD-123;2;Vishay Intertech;expand
C143184;DSK14;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Formosa Microsemi;expand
C143185;DSK24;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Formosa Microsemi;expand
C143186;DSK34;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Formosa Microsemi;expand
C145091;MMSZ5255B-7-F;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C145097;MMSZ5226BS-7-F;Diodes;Zener Diodes;SOD-323;2;Diodes Incorporated;expand
C145182;NHP220SFT3G;Diodes;Diodes - General Purpose;SOD-123;2;ON Semicon;expand
C145245;BZX384C3V3-E3-08;Diodes;Zener Diodes;SOD-323;2;Vishay Intertech;expand
C145279;BAT46W-HE3-08;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Vishay Intertech;expand
C145303;BZT52B5V1-E3-08;Diodes;Zener Diodes;SOD-123;2;Vishay Intertech;expand
C145548;SZMMSZ4689T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C146260;SD103AWS;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Changzhou Starsea Elec;expand
C146292;CRS01(TE85L,Q,M);Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;TOSHIBA;expand
C146358;1SS404,H3F;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;TOSHIBA;expand
C146446;1SS403,H3F;Diodes;Switching Diode;SOD-323;2;TOSHIBA;expand
C146697;MMSD301T1G;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;ON Semicon;expand
C146701;SZMMSZ5256BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C150049;NSI50010YT1G;Diodes;Constant Current Regulator;SOD-123;2;ON Semicon;expand
C150078;MMSZ5222BT1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C150080;SZMMSZ4693T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C150148;1SS302TE85LF;Diodes;Switching Diode;SOD-323;2;TOSHIBA;expand
C150232;MMSZ4713T1G;Diodes;Zener Diodes;SOD-123;2;ON Semicon;expand
C150464;DDZ9678-7;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C150485;US1GWF-7;Diodes;Diodes - Rectifiers - Hyperfast;SOD-123;2;Diodes Incorporated;expand
C150491;US1DWF-7;Diodes;Diodes - Rectifiers - Hyperfast;SOD-123;2;Diodes Incorporated;expand
C150515;MBR0560-TP;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Micro Commercial Components;expand
C150892;SMP1320-011LF;Diodes;Diodes - General Purpose;SOD-323;2;Skyworks Solutions;expand
C150987;DSS14;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;DIYI Elec Tech;expand
C151019;SBR2M60S1F-7;Diodes;Diodes - General Purpose;SOD-123;2;Diodes Incorporated;expand
C151040;DDZ9702-7;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151045;RS1MSWF-7;Diodes;Diodes - Rectifiers - Fast Recovery;SOD-123;2;Diodes Incorporated;expand
C151235;SD05-01FTG;Diodes;TVS;SOD-323;2;Littelfuse;expand
C151297;SMF64A;Diodes;TVS;SOD-123;2;Littelfuse;expand
C151298;SMF75A;Diodes;TVS;SOD-123;2;Littelfuse;expand
C151335;MBR230S1F-7;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C151340;DDZ12C-7;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151363;BZT52C22S-7-F;Diodes;Zener Diodes;SOD-323;2;Diodes Incorporated;expand
C151372;MMSZ5258B-7-F;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151400;SD103BW-7-F;Diodes;Schottky Barrier Diodes (SBD);SOD-123;2;Diodes Incorporated;expand
C151427;BZT52C39S-7-F;Diodes;Zener Diodes;SOD-323;2;Diodes Incorporated;expand
C151433;MMSZ5257B-7-F;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151435;MMSZ5230B-7-F;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151457;MMSZ5242BS-7-F;Diodes;Zener Diodes;SOD-323;2;Diodes Incorporated;expand
C151458;DDZ9701-7;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151511;BAT165E6327HTSA1;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Infineon Technologies;expand
C151576;DDZ5V1B-7;Diodes;Zener Diodes;SOD-123;2;Diodes Incorporated;expand
C151726;UFM15PL-TP;Diodes;Diodes - Rectifiers - Hyperfast;SOD-123;2;Micro Commercial Components;expand
C151784;SD107WS-TP;Diodes;Schottky Barrier Diodes (SBD);SOD-323;2;Micro Commercial Components;expand
C151891;SMFJ6.0CA;Diodes;TVS;SOD-123;2;Bourne Semicon (Shenzhen);expand
C151892;SMFJ6.0A;Diodes;TVS;SOD-123;2;Bourne Semicon (Shenzhen);expand
